"grammar","chunk_size","chunk_id","chunk_range","control_sum","chunk_time","chunk_mem_mb"
"g1",16,382,"6112 6127",2,0.029127098,15
"g1",16,383,"6128 6143",2,0.030981736000000003,10
"g1",16,384,"6144 6159",3,0.032582147,-3
"g1",16,385,"6160 6175",0,0.027132161,3
"g1",16,386,"6176 6191",1,0.030225304999999997,7
"g1",16,387,"6192 6207",4,0.029686413000000002,8
"g1",16,388,"6208 6223",1,0.028805953,11
"g1",16,389,"6224 6237",1,0.02861648,6
"g1",32,0,"0 31",5,0.045249364,18
"g1",32,1,"32 63",2,0.038925275,26
"g1",32,2,"64 95",7,0.027843535,25
"g1",32,3,"96 127",3,0.029557292,24
"g1",32,4,"128 159",0,0.028275995999999998,5
"g1",32,5,"160 191",5,0.030777146999999998,13
"g1",32,6,"192 223",2,0.030016097999999998,9
"g1",32,7,"224 255",5,0.031539047,4
"g1",32,8,"256 287",3,0.032483132,6
"g1",32,9,"288 319",5,0.031382082,10
"g1",32,10,"320 351",6,0.032591688,6
"g1",32,11,"352 383",6,0.030331306000000002,9
"g1",32,12,"384 415",5,0.03251119,12
"g1",32,13,"416 447",7,0.030538943,4
"g1",32,14,"448 479",2,0.033120291,14
"g1",32,15,"480 511",5,0.032774501,9
"g1",32,16,"512 543",9,0.028455425000000003,10
"g1",32,17,"544 575",3,0.03187585,7
"g1",32,18,"576 607",5,0.029893262,8
"g1",32,19,"608 639",2,0.029784507,10
"g1",32,20,"640 671",4,0.031674163,6
"g1",32,21,"672 703",1,0.027546422,11
"g1",32,22,"704 735",4,0.030902318,8
"g1",32,23,"736 767",2,0.030163404,8
"g1",32,24,"768 799",5,0.030285833,10
"g1",32,25,"800 831",2,0.028933059,8
"g1",32,26,"832 863",3,0.030301545,8
"g1",32,27,"864 895",3,0.029785665000000003,10
"g1",32,28,"896 927",3,0.032989928999999994,7
"g1",32,29,"928 959",6,0.030254173999999998,10
"g1",32,30,"960 991",3,0.033185702,5
"g1",32,31,"992 1023",3,0.028413209999999998,5
"g1",32,32,"1024 1055",0,0.027536124000000002,6
"g1",32,33,"1056 1087",5,0.031314111,8
"g1",32,34,"1088 1119",5,0.030662142,7
"g1",32,35,"1120 1151",7,0.029280264,6
"g1",32,36,"1152 1183",8,0.029731159,8
"g1",32,37,"1184 1215",4,0.031630474,8
"g1",32,38,"1216 1247",4,0.030737636,10
"g1",32,39,"1248 1279",6,0.031022839,7
"g1",32,40,"1280 1311",5,0.029966935,0
"g1",32,41,"1312 1343",5,0.034148511,2
"g1",32,42,"1344 1375",4,0.031038086,10
"g1",32,43,"1376 1407",3,0.030869786,9
"g1",32,44,"1408 1439",3,0.030834254000000002,6
"g1",32,45,"1440 1471",3,0.031487858,10
"g1",32,46,"1472 1503",5,0.034001861,9
"g1",32,47,"1504 1535",4,0.032452637,8
"g1",32,48,"1536 1567",8,0.033820077,7
"g1",32,49,"1568 1599",3,0.030304625,2
"g1",32,50,"1600 1631",3,0.034078524,8
"g1",32,51,"1632 1663",5,0.031606439,4
"g1",32,52,"1664 1695",4,0.031781448000000004,7
"g1",32,53,"1696 1727",6,0.033891065,8
"g1",32,54,"1728 1759",6,0.031747431,8
"g1",32,55,"1760 1791",6,0.029635522,13
"g1",32,56,"1792 1823",2,0.029637367,5
"g1",32,57,"1824 1855",4,0.029254324,5
"g1",32,58,"1856 1887",9,0.027119105,10
"g1",32,59,"1888 1919",7,0.02890275,-4
"g1",32,60,"1920 1951",4,0.031191664,9
"g1",32,61,"1952 1983",7,0.030013578,2
"g1",32,62,"1984 2015",3,0.030072455,7
"g1",32,63,"2016 2047",6,0.028646218999999997,4
"g1",32,64,"2048 2079",4,0.030375786000000002,11
"g1",32,65,"2080 2111",5,0.029821495,6
"g1",32,66,"2112 2143",7,0.033697748,7
"g1",32,67,"2144 2175",8,0.031286362,7
"g1",32,68,"2176 2207",4,0.03060928,1
"g1",32,69,"2208 2239",6,0.030041699,7
"g1",32,70,"2240 2271",3,0.034249753,10
"g1",32,71,"2272 2303",3,0.027529776,9
"g1",32,72,"2304 2335",7,0.031549303,8
"g1",32,73,"2336 2367",5,0.028539874,4
"g1",32,74,"2368 2399",4,0.032470894,13
"g1",32,75,"2400 2431",4,0.029751871000000003,-2
"g1",32,76,"2432 2463",6,0.029000298,9
"g1",32,77,"2464 2495",4,0.028700693000000003,9
"g1",32,78,"2496 2527",1,0.027187052,10
"g1",32,79,"2528 2559",4,0.031075136,4
"g1",32,80,"2560 2591",4,0.030327293999999998,1
"g1",32,81,"2592 2623",7,0.030830255,2
"g1",32,82,"2624 2655",4,0.030530363999999997,9
"g1",32,83,"2656 2687",6,0.029822053,6
"g1",32,84,"2688 2719",7,0.029935547,6
"g1",32,85,"2720 2751",2,0.028860021,8
"g1",32,86,"2752 2783",9,0.028689369,9
"g1",32,87,"2784 2815",3,0.031476569999999995,8
"g1",32,88,"2816 2847",4,0.028008875,7
"g1",32,89,"2848 2879",2,0.028388490000000002,11
"g1",32,90,"2880 2911",2,0.028149483,7
"g1",32,91,"2912 2943",2,0.031976219,8
"g1",32,92,"2944 2975",4,0.034009796,20
"g1",32,93,"2976 3007",6,0.030305098000000003,10
"g1",32,94,"3008 3039",5,0.02990962,9
"g1",32,95,"3040 3071",8,0.031089832,8
"g1",32,96,"3072 3103",4,0.029822348000000002,9
"g1",32,97,"3104 3135",7,0.028377608,0
"g1",32,98,"3136 3167",4,0.028389994,11
"g1",32,99,"3168 3199",2,0.029487425,9
"g1",32,100,"3200 3231",4,0.032672601,7
"g1",32,101,"3232 3263",6,0.031100031,8
"g1",32,102,"3264 3295",5,0.030706408,5
"g1",32,103,"3296 3327",7,0.032267562,9
"g1",32,104,"3328 3359","",""
"g1",32,105,"3360 3391",5,0.044694155,23
"g1",32,106,"3392 3423",8,0.03257984,27
"g1",32,107,"3424 3455",6,0.033876174,19
"g1",32,108,"3456 3487",2,0.030203137999999997,20
"g1",32,109,"3488 3519",4,0.031502274,20
"g1",32,110,"3520 3551",8,0.034808834,17
"g1",32,111,"3552 3583",5,0.031641498,11
"g1",32,112,"3584 3615",6,0.03097963,7
"g1",32,113,"3616 3647",4,0.031147724,10
"g1",32,114,"3648 3679",8,0.031476287,9
"g1",32,115,"3680 3711",4,0.03239269,9
"g1",32,116,"3712 3743",4,0.030073706000000002,6
"g1",32,117,"3744 3775",2,0.028976628,9
"g1",32,118,"3776 3807",4,0.030350993,24
"g1",32,119,"3808 3839",8,0.030034876000000002,6
"g1",32,120,"3840 3871",4,0.030896987,5
"g1",32,121,"3872 3903",7,0.032330827,7
"g1",32,122,"3904 3935",3,0.031231763,9
"g1",32,123,"3936 3967",3,0.031244059,8
"g1",32,124,"3968 3999",6,0.031335637,5
"g1",32,125,"4000 4031",7,0.032557815,0
"g1",32,126,"4032 4063",0,0.027181746,0
"g1",32,127,"4064 4095",1,0.030048129,13
"g1",32,128,"4096 4127",5,0.030093500999999998,7
"g1",32,129,"4128 4159",3,0.031338806000000004,10
"g1",32,130,"4160 4191",3,0.031717431000000004,5
"g1",32,131,"4192 4223",3,0.0299011,9
"g1",32,132,"4224 4255",5,0.030753936,0
"g1",32,133,"4256 4287",2,0.034567495999999996,3
"g1",32,134,"4288 4319",5,0.028900881,8
"g1",32,135,"4320 4351",6,0.03059743,6
"g1",32,136,"4352 4383",4,0.030853494000000002,5
"g1",32,137,"4384 4415",8,0.029924964,5
"g1",32,138,"4416 4447",5,0.030027637,3
"g1",32,139,"4448 4479",7,0.032266393,1
"g1",32,140,"4480 4511",8,0.034132669,10
"g1",32,141,"4512 4543",6,0.030257223,6
"g1",32,142,"4544 4575",3,0.02988931,4
"g1",32,143,"4576 4607",8,0.029338735,3
"g1",32,144,"4608 4639",5,0.029913675,14
"g1",32,145,"4640 4671",6,0.029836503,7
"g1",32,146,"4672 4703",5,0.02962499,6
"g1",32,147,"4704 4735",3,0.02870121,8
"g1",32,148,"4736 4767",5,0.03191053,8
"g1",32,149,"4768 4799",4,0.03031786,5
"g1",32,150,"4800 4831",5,0.028327662,0
"g1",32,151,"4832 4863",3,0.029928138,8
"g1",32,152,"4864 4895",8,0.029744022000000002,6
"g1",32,153,"4896 4927",2,0.033792299,10
"g1",32,154,"4928 4959",6,0.032017627,7
"g1",32,155,"4960 4991",2,0.033439216,-1
"g1",32,156,"4992 5023",3,0.029251641,7
"g1",32,157,"5024 5055",4,0.030969556000000002,9
"g1",32,158,"5056 5087",9,0.032737966,9
"g1",32,159,"5088 5119",4,0.029719482,8
"g1",32,160,"5120 5151",3,0.028363191,3
"g1",32,161,"5152 5183",5,0.03158057,9
"g1",32,162,"5184 5215",4,0.029298126,1
"g1",32,163,"5216 5247",5,0.029707401,12
"g1",32,164,"5248 5279",4,0.0310057,8
"g1",32,165,"5280 5311",4,0.031545032,10
"g1",32,166,"5312 5343",9,0.030406183,8
"g1",32,167,"5344 5375",3,0.028271589,2
"g1",32,168,"5376 5407",6,0.033375798000000005,3
"g1",32,169,"5408 5439",3,0.030600465,8
"g1",32,170,"5440 5471",7,0.030286754,7
"g1",32,171,"5472 5503",6,0.031645544,8
"g1",32,172,"5504 5535",3,0.029918735999999998,7
"g1",32,173,"5536 5567",4,0.033658992,12
"g1",32,174,"5568 5599",4,0.031870218,9
"g1",32,175,"5600 5631",9,0.031211146,7
"g1",32,176,"5632 5663",7,0.029834638,6
"g1",32,177,"5664 5695",3,0.02989986,9
"g1",32,178,"5696 5727",4,0.03071483,5
"g1",32,179,"5728 5759",3,0.028172025,5
"g1",32,180,"5760 5791",1,0.031703375,9
"g1",32,181,"5792 5823",2,0.029200875,5
"g1",32,182,"5824 5855",4,0.028697549,3
"g1",32,183,"5856 5887",5,0.029973172000000003,7
"g1",32,184,"5888 5919",6,0.030375652,8
"g1",32,185,"5920 5951",2,0.029258632,9
"g1",32,186,"5952 5983",5,0.030063406,0
"g1",32,187,"5984 6015",4,0.032102318,6
"g1",32,188,"6016 6047",2,0.033250071,9
"g1",32,189,"6048 6079",7,0.030486699000000003,8
"g1",32,190,"6080 6111",0,0.026422183000000002,7
"g1",32,191,"6112 6143",4,0.030111695999999997,10
"g1",32,192,"6144 6175",3,0.032680568,7
"g1",32,193,"6176 6207",5,0.032812686,6
"g1",32,194,"6208 6237",2,0.029107799,6
"g1",64,0,"0 63",7,0.048135573,19
"g1",64,1,"64 127",10,0.031429415,26
"g1",64,2,"128 191",5,0.031213887,22
"g1",64,3,"192 255",7,0.035512059,24
"g1",64,4,"256 319",8,0.033893672,11
"g1",64,5,"320 383",12,0.032366309999999995,7
"g1",64,6,"384 447",12,0.032748174,5
"g1",64,7,"448 511",7,0.032554069,15
"g1",64,8,"512 575",12,0.029807486,7
"g1",64,9,"576 639",7,0.033427639,7
"g1",64,10,"640 703",5,0.029710303,9
"g1",64,11,"704 767",6,0.032710981,8
"g1",64,12,"768 831",7,0.029292667999999997,6
"g1",64,13,"832 895",6,0.029170197000000002,5
"g1",64,14,"896 959",9,0.031472301,6
"g1",64,15,"960 1023",6,0.031507098,14
"g1",64,16,"1024 1087",5,0.033404521,5
"g1",64,17,"1088 1151",12,0.03992734,13
"g1",64,18,"1152 1215",12,0.031956602,5
"g1",64,19,"1216 1279",10,0.030798102,8
"g1",64,20,"1280 1343",10,0.029364204,8
"g1",64,21,"1344 1407",7,0.03063508,10
"g1",64,22,"1408 1471",6,0.030597337,5
"g1",64,23,"1472 1535",9,0.035025861,9
"g1",64,24,"1536 1599",11,0.029992730000000002,4
"g1",64,25,"1600 1663",8,0.031732442,8
"g1",64,26,"1664 1727",10,0.030215293,2
"g1",64,27,"1728 1791",12,0.029212668,0
"g1",64,28,"1792 1855",6,0.030819838000000002,0
"g1",64,29,"1856 1919",16,0.032251368999999995,5
"g1",64,30,"1920 1983",11,0.032824168,6
"g1",64,31,"1984 2047",9,0.031764339,6
"g1",64,32,"2048 2111",9,0.031817968,8
"g1",64,33,"2112 2175",15,0.03199221,8
"g1",64,34,"2176 2239",10,0.035720655999999996,10
"g1",64,35,"2240 2303",6,0.034609996000000004,8
"g1",64,36,"2304 2367",12,0.031274795,4
"g1",64,37,"2368 2431",8,0.033388100999999996,13
"g1",64,38,"2432 2495",10,0.030627447,9
"g1",64,39,"2496 2559",5,0.031522046,6
"g1",64,40,"2560 2623",11,0.030522571,1
"g1",64,41,"2624 2687",10,0.029629601000000002,11
"g1",64,42,"2688 2751",9,0.034008960000000005,6
"g1",64,43,"2752 2815",12,0.033772114,7
"g1",64,44,"2816 2879",6,0.028828859999999998,12
"g1",64,45,"2880 2943",4,0.031143333,2
"g1",64,46,"2944 3007",10,0.030936699999999998,11
"g1",64,47,"3008 3071",13,0.031698233,11
"g1",64,48,"3072 3135",11,0.031616147000000004,9
"g1",64,49,"3136 3199",6,0.028906053,6
"g1",64,50,"3200 3263",10,0.031613258,5
"g1",64,51,"3264 3327",12,0.030798801,10
"g1",64,52,"3328 3391",8,0.033127281,-1
"g1",64,53,"3392 3455",14,0.03200211,8
"g1",64,54,"3456 3519",6,0.031108125,7
"g1",64,55,"3520 3583",13,0.031770077,7
"g1",64,56,"3584 3647",10,0.031983315,5
"g1",64,57,"3648 3711",12,0.033096661,11
"g1",64,58,"3712 3775",6,0.029892214,7
"g1",64,59,"3776 3839",12,0.030611127,3
"g1",64,60,"3840 3903",11,0.033169783,7
"g1",64,61,"3904 3967",6,0.03291421,-1
"g1",64,62,"3968 4031",13,0.033155403,0
"g1",64,63,"4032 4095",1,0.034228495000000005,2
"g1",64,64,"4096 4159",8,0.030788727999999998,1
"g1",64,65,"4160 4223",6,0.031837343000000004,6
"g1",64,66,"4224 4287",7,0.032719864,10
"g1",64,67,"4288 4351",11,0.033351235,9
"g1",64,68,"4352 4415",12,0.028062475,7
"g1",64,69,"4416 4479",12,0.034445909000000004,10
"g1",64,70,"4480 4543",14,0.034485396,7
"g1",64,71,"4544 4607",11,0.032111009,8
"g1",64,72,"4608 4671",11,0.031329091999999996,7
"g1",64,73,"4672 4735",8,0.030191093,7
"g1",64,74,"4736 4799",9,0.029146013,6
"g1",64,75,"4800 4863",8,0.029772219,9
"g1",64,76,"4864 4927",10,0.032582641,5
"g1",64,77,"4928 4991",8,0.030298455000000002,7
"g1",64,78,"4992 5055",7,0.037421684999999996,5
"g1",64,79,"5056 5119",13,0.035500171000000004,8
"g1",64,80,"5120 5183",8,0.029862304000000003,6
"g1",64,81,"5184 5247",9,0.029872494,9
"g1",64,82,"5248 5311",8,0.031701978,7
"g1",64,83,"5312 5375",12,0.030870038000000002,9
"g1",64,84,"5376 5439",9,0.031785863,1
"g1",64,85,"5440 5503",13,0.029581509,2
"g1",64,86,"5504 5567",7,0.02949982,8
"g1",64,87,"5568 5631",13,0.034162142,9
"g1",64,88,"5632 5695",10,0.033749992,9
"g1",64,89,"5696 5759",7,0.03239819,9
"g1",64,90,"5760 5823",3,0.031941585,0
"g1",64,91,"5824 5887",9,0.031974184999999995,7
"g1",64,92,"5888 5951",8,0.029132709,8
"g1",64,93,"5952 6015",9,0.03533383,9
"g1",64,94,"6016 6079",9,0.030863377,7
"g1",64,95,"6080 6143",4,0.032109538,10
"g1",64,96,"6144 6207",8,0.032556676,7
"g1",64,97,"6208 6237",2,0.030453826,7
"g1",100,0,"0 99",14,0.038730968,19
"g1",100,1,"100 199",9,0.033492575000000004,16
"g1",100,2,"200 299",10,0.034670236,26
"g1",100,3,"300 399",18,0.034749061,27
"g1",100,4,"400 499",16,0.036454794,0
"g1",100,5,"500 599",17,0.03395404,16
"g1",100,6,"600 699",8,0.032353967,5
"g1",100,7,"700 799",11,0.032097461,26
"g1",100,8,"800 899",8,0.029243644,6
"g1",100,9,"900 999",12,0.029915564,7
"g1",100,10,"1000 1099",11,0.030504886,7
"g1",100,11,"1100 1199",18,0.031297367,28
"g1",100,12,"1200 1299",17,0.028563483,15
"g1",100,13,"1300 1399",13,0.031785378,3
"g1",100,14,"1400 1499",11,0.031371354,5
"g1",100,15,"1500 1599",15,0.029525338,4
"g1",100,16,"1600 1699",13,0.032684928,7
"g1",100,17,"1700 1799",17,0.034367915000000006,5
"g1",100,18,"1800 1899",18,0.029589884,4
"g1",100,19,"1900 1999",18,0.033746991999999996,10
"g1",100,20,"2000 2099",14,0.031501917,8
"g1",100,21,"2100 2199",19,0.030586254,6
"g1",100,22,"2200 2299",13,0.031513407,6
"g1",100,23,"2300 2399",16,0.03183607,9
"g1",100,24,"2400 2499",14,0.032734979000000004,8
"g1",100,25,"2500 2599",10,0.032233304,12
"g1",100,26,"2600 2699",18,0.033127477,-2
"g1",100,27,"2700 2799",16,0.032531522,8
"g1",100,28,"2800 2899",10,0.032255294999999996,4
"g1",100,29,"2900 2999",11,0.030981599,10
"g1",100,30,"3000 3099",19,0.03045714,8
"g1",100,31,"3100 3199",13,0.033086032,9
"g1",100,32,"3200 3299",16,0.032540486,7
"g1",100,33,"3300 3399",17,0.031454592,11
"g1",100,34,"3400 3499",15,0.03456538,5
"g1",100,35,"3500 3599",19,0.030210975999999997,0
"g1",100,36,"3600 3699",17,0.030340077,8
"g1",100,37,"3700 3799",10,0.030746134999999997,9
"g1",100,38,"3800 3899",18,0.034769764,10
"g1",100,39,"3900 3999",14,0.031189161,6
"g1",100,40,"4000 4099",8,0.032819688,11
"g1",100,41,"4100 4199",11,0.031271402,9
"g1",100,42,"4200 4299",11,0.033853974,6
"g1",100,43,"4300 4399",18,0.032590639000000005,12
"g1",100,44,"4400 4499",22,0.033454026,8
"g1",100,45,"4500 4599",17,0.031315538,3
"g1",100,46,"4600 4699",18,0.035736367,10
"g1",100,47,"4700 4799",12,0.031181713,6
"g1",100,48,"4800 4899",17,0.028069019999999997,7
"g1",100,49,"4900 4999",10,0.030553421,3
"g1",100,50,"5000 5099",17,0.035808267,12
"g1",100,51,"5100 5199",11,0.034423624,10
"g1",100,52,"5200 5299",15,0.031928874,7
"g1",100,53,"5300 5399",16,0.031469705,12
"g1",100,54,"5400 5499",18,0.02881813,4
"g1",100,55,"5500 5599",12,0.030486883,13
"g1",100,56,"5600 5699",19,0.031646847,-2
"g1",100,57,"5700 5799",9,0.033476211,8
"g1",100,58,"5800 5899",12,0.030458105,8
"g1",100,59,"5900 5999",13,0.029233853,10
"g1",100,60,"6000 6099",11,0.03263588,10
"g1",100,61,"6100 6199",10,0.0326088,5
"g1",100,62,"6200 6237",4,0.031477905,9
"g1",500,0,"0 499",67,0.058663608000000006,22
"g1",500,1,"500 999",56,0.03990807800000001,25
"g1",500,2,"1000 1499",70,0.030993198,27
"g1",500,3,"1500 1999",81,0.039259922,24
"g1",500,4,"2000 2499",76,0.03544103,25
"g1",500,5,"2500 2999",65,0.032641893000000005,15
"g1",500,6,"3000 3499",80,0.030889973999999997,7
"g1",500,7,"3500 3999",78,0.039345374,26
"g1",500,8,"4000 4499",70,0.033392437999999997,19
"g1",500,9,"4500 4999",74,0.037650031,3
"g1",500,10,"5000 5499",77,0.03458081,10
"g1",500,11,"5500 5999",65,0.035539960999999995,17
"g1",500,12,"6000 6237",25,0.033196878,10
"g1",1000,0,"0 999",123,0.072878781,16
"g1",1000,1,"1000 1999",151,0.039147134,28
"g1",1000,2,"2000 2999",141,0.035299242,27
"g1",1000,3,"3000 3999",158,0.033179434,27
"g1",1000,4,"4000 4999",144,0.035087251,12
"g1",1000,5,"5000 5999",142,0.032070978,15
"g1",1000,6,"6000 6237",25,0.034872261,9
"g1",5000,0,"0 4999",717,0.054483991,20
"g1",5000,1,"5000 6237",167,0.036623862,26
"g1",10000,0,"0 6237",884,0.16739474799999998,25
